Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,1nF 2kV,C_1206_3216Metric,278.625,-210.15,-90.0,top
C10,330uF 6.3V,2917,135.635846,-83.524295,90.0,top
C11,330uF 6.3V,2917,140.62,-83.5,90.0,top
C12,1nF 50V,C_0402_1005Metric,126.92,-98.75,0.0,top
C13,1nF 50V,C_0402_1005Metric,118.97,-98.65,180.0,top
C14,100nF 50V,C_0402_1005Metric,121.3,-94.07,90.0,top
C15,100nF 50V,C_0402_1005Metric,122.32,-94.07,90.0,top
C16,100nF 50V,C_0402_1005Metric,118.27,-89.9,90.0,top
C17,100nF 50V,C_0402_1005Metric,122.87,-89.9,90.0,top
C18,4.7uF 25V,C_0402_1005Metric,211.375,-120.195,90.0,top
C19,100nF 50V,C_0402_1005Metric,211.375,-123.07,-90.0,top
C2,10uF 50V,C_0805_2012Metric,127.12,-100.7,0.0,top
C20,4.7uF 25V,C_0402_1005Metric,285.775,-217.35,180.0,top
C21,4.7uF 25V,C_0402_1005Metric,292.775,-217.275,0.0,top
C22,100nF 50V,C_0402_1005Metric,293.275,-209.425,0.0,top
C23,1nF 2kV,C_1206_3216Metric,281.75,-222.875,90.0,top
C24,100nF 50V,C_0402_1005Metric,187.4575,-119.525,-90.0,top
C25,100nF 50V,C_0402_1005Metric,251.74,-119.675,-90.0,top
C26,100nF 50V,C_0402_1005Metric,219.665,-119.67,-90.0,top
C27,100nF 50V,C_0402_1005Metric,154.5,-119.58,-90.0,top
C28,100nF 50V,C_0402_1005Metric,260.625,-113.13,-90.0,top
C29,100nF 50V,C_0402_1005Metric,244.525,-113.13,-90.0,top
C3,10uF 50V,C_0805_2012Metric,133.17,-98.3,-90.0,top
C30,100nF 50V,C_0402_1005Metric,228.7,-113.18,-90.0,top
C31,100nF 50V,C_0402_1005Metric,212.775,-113.18,-90.0,top
C32,100nF 50V,C_0402_1005Metric,196.25,-113.355,-90.0,top
C33,100nF 50V,C_0402_1005Metric,181.375,-113.305,-90.0,top
C34,100nF 50V,C_0402_1005Metric,162.685,-113.4475,-90.0,top
C35,100nF 50V,C_0402_1005Metric,149.2,-113.08,-90.0,top
C36,100nF 50V,C_0402_1005Metric,305.647934,-106.352289,90.0,top
C37,100uF 25V,C_Elec_6.3x7.7,302.25,-100.0,-90.0,top
C38,10uF 50V,C_0805_2012Metric,305.397934,-112.862289,0.0,top
C39,100nF 50V,C_0402_1005Metric,304.397934,-110.602289,90.0,top
C4,10uF 50V,C_0805_2012Metric,131.07,-98.3,-90.0,top
C40,100nF 50V,C_0402_1005Metric,289.379204,-106.415642,90.0,top
C41,100uF 25V,C_Elec_6.3x7.7,294.045,-99.9225,-90.0,top
C42,1nF 2kV,C_1206_3216Metric,307.4,-91.7,270.0,bottom
C43,10uF 50V,C_0805_2012Metric,289.379204,-113.145642,0.0,top
C44,100nF 50V,C_0402_1005Metric,288.129204,-110.895642,90.0,top
C45,100nF 50V,C_0402_1005Metric,281.411314,-106.501581,90.0,top
C46,100uF 25V,C_Elec_6.3x7.7,281.75,-100.0,-90.0,top
C47,10uF 50V,C_0805_2012Metric,281.127244,-113.069292,0.0,top
C48,100nF 50V,C_0402_1005Metric,280.127244,-110.889292,90.0,top
C49,1nF 2kV,C_1206_3216Metric,286.5,-91.625,270.0,bottom
C5,10uF 50V,C_0805_2012Metric,133.045,-110.88125,-90.0,top
C50,100nF 50V,C_0402_1005Metric,274.972757,-106.48441,90.0,top
C51,100uF 25V,C_Elec_6.3x7.7,274.0,-100.25,-90.0,top
C52,10uF 50V,C_0805_2012Metric,274.45,-113.08441,0.0,top
C53,100nF 50V,C_0402_1005Metric,273.672757,-110.90441,90.0,top
C54,10nF 50V,C_0402_1005Metric,298.0,-123.74,180.0,top
C55,100nF 50V,C_0402_1005Metric,303.5225,-128.7625,180.0,top
C56,100nF 50V,C_0402_1005Metric,299.25,-128.74,90.0,top
C57,10nF 50V,C_0402_1005Metric,296.0,-123.74,180.0,top
C58,100nF 50V,C_0402_1005Metric,291.895,-128.6125,180.0,top
C59,10nF 50V,C_0402_1005Metric,279.0,-123.355,180.0,top
C6,10uF 50V,C_0805_2012Metric,130.895,-110.88125,-90.0,top
C60,100nF 50V,C_0402_1005Metric,280.25,-128.605,90.0,top
C61,10nF 50V,C_0402_1005Metric,277.02,-123.355,180.0,top
C62,100nF 50V,C_0402_1005Metric,284.6225,-128.4625,180.0,top
C63,100nF 50V,C_0402_1005Metric,274.85,-128.6,180.0,top
C64,100nF 50V,C_0402_1005Metric,281.2325,-154.1,0.0,top
C65,100nF 50V,C_0402_1005Metric,272.13,-139.15,180.0,top
C7,100nF 50V,C_0402_1005Metric,129.495,-101.23125,-90.0,top
C8,100nF 50V,C_0402_1005Metric,129.47,-89.13875,-90.0,top
C9,470uF 4V,2917,138.6325,-110.08125,180.0,top
D1,BAT54S,SOT23-3,120.525,-91.05,-90.0,top
D2,BAT54S,SOT23-3,125.225,-91.05,-90.0,top
D3,TPD4EUSB30DQAR,USON10_2.5x1,267.125,-204.075,90.0,top
D4,SP0503BAHTG,SOT143,289.25,-214.975,90.0,top
D5,Blue,LED_0402_1005Metric,298.8675,-223.75,0.0,top
D6,Red-Green,LED_0605-1613,289.90435,-77.495888,0.0,top
D7,Red-Green,LED_0605-1613,287.00435,-77.495888,180.0,top
D8,Red-Green,LED_0605-1613,269.389692,-77.393547,0.0,top
D9,Red-Green,LED_0605-1613,266.483239,-77.403855,180.0,top
IC1,TPS51225CRUKR,QFN20-3x3,123.12,-98.75,0.0,top
IC10,SN74LVC1G97QDCKRQ1,SOT-363_SC-70-6,183.7,-113.11,180.0,top
IC11,SN74LVC1G97QDCKRQ1,SOT-363_SC-70-6,165.0375,-113.25,180.0,top
IC12,SN74LVC1G97QDCKRQ1,SOT-363_SC-70-6,151.5775,-112.8875,180.0,top
IC13,SN74LVC1G97QDCKRQ1,SOT-363_SC-70-6,198.625,-113.1825,180.0,top
IC14,MCP23017T-E/ML,QFN-28-1EP_6x6mm_P0.65mm_EP4.25x4.25mm_ThermalVias,256.0625,-118.7,0.0,top
IC15,MCP23017T-E/ML,QFN-28-1EP_6x6mm_P0.65mm_EP4.25x4.25mm_ThermalVias,223.9375,-118.645,0.0,top
IC16,MCP23017T-E/ML,QFN-28-1EP_6x6mm_P0.65mm_EP4.25x4.25mm_ThermalVias,158.7725,-118.6,0.0,top
IC17,AP22653W6-7,SOT-23-6,306.647934,-109.602289,90.0,top
IC18,AP22653W6-7,SOT-23-6,290.374204,-109.703142,90.0,top
IC19,AP22653W6-7,SOT-23-6,282.427244,-109.819292,90.0,top
IC2,CD74HC4067QRGYRQ1,Texas_RGY_R-PVQFN-N24_EP2.05x3.1mm_ThermalVias,207.375,-121.645,-90.0,top
IC20,AP22653W6-7,SOT-23-6,275.972757,-109.74691,90.0,top
IC21,SN74LVC1G97QDCKRQ1,SOT-363_SC-70-6,303.35,-131.2125,-90.0,top
IC22,PAC1720-1-AIA-TR,DFN-10-1EP_3x3mm_P0.5mm_EP1.58x2.35mm_ThermalVias,296.75,-127.49,-90.0,top
IC23,SN74LVC1G97QDCKRQ1,SOT-363_SC-70-6,291.7,-131.0625,-90.0,top
IC24,PAC1720-1-AIA-TR,DFN-10-1EP_3x3mm_P0.5mm_EP1.58x2.35mm_ThermalVias,277.75,-127.2925,-90.0,top
IC25,SN74LVC1G97QDCKRQ1,SOT-363_SC-70-6,284.425,-130.8875,-90.0,top
IC26,SN74LVC1G97QDCKRQ1,SOT-363_SC-70-6,274.65,-130.9875,-90.0,top
IC27,MCP23017T-E/ML,QFN-28-1EP_6x6mm_P0.65mm_EP4.25x4.25mm_ThermalVias,276.7875,-138.825,0.0,top
IC3,FSUSB42MUX,MSOP-10_3x3mm_P0.5mm,289.025,-208.425,180.0,top
IC4,TCA9548ARGER,Texas_RGE0024C_VQFN-24-1EP_4x4mm_P0.5mm_EP2.1x2.1mm,277.0625,-154.1,-90.0,top
IC5,SN74LVC1G97QDCKRQ1,SOT-363_SC-70-6,246.95,-112.9575,180.0,top
IC6,SN74LVC1G97QDCKRQ1,SOT-363_SC-70-6,231.1,-113.0075,180.0,top
IC7,SN74LVC1G97QDCKRQ1,SOT-363_SC-70-6,215.125,-113.0025,180.0,top
IC8,SN74LVC1G97QDCKRQ1,SOT-363_SC-70-6,263.0375,-112.96,180.0,top
IC9,MCP23017T-E/ML,QFN-28-1EP_6x6mm_P0.65mm_EP4.25x4.25mm_ThermalVias,191.6775,-118.525,0.0,top
J1,HR911105A,100BASE_MAGJACK,267.61,-215.713,180.0,top
J10,10018784-10200TLF,AMPHENOL_10018784-10210TLF,166.68465,-99.036191,-90.0,top
J11,10018784-10200TLF,AMPHENOL_10018784-10210TLF,150.68465,-99.036191,-90.0,top
J12,AF SS-JB17.6,USB_A_Horizontal_Stacked,298.57,-84.13,-90.0,top
J13,AF SS-JB17.6,USB_A_Horizontal_Stacked,278.000002,-84.13,-90.0,top
J14,Conn_01x02,PinHeader_1x02_P1.27mm_Vertical,266.335,-144.0,-90.0,top
J15,Conn_01x02,PinHeader_1x02_P1.27mm_Vertical,266.335,-140.8,-90.0,top
J16,Conn_01x02,PinHeader_1x02_P1.27mm_Vertical,266.335,-137.6,-90.0,top
J17,Conn_01x02,PinHeader_1x02_P1.27mm_Vertical,266.365,-134.4,-90.0,top
J18,Conn_01x02,PinHeader_1x02_P1.27mm_Vertical,266.365,-131.2,-90.0,top
J19,Conn_01x02,PinHeader_1x02_P1.27mm_Vertical,266.365,-128.0,-90.0,top
J2,MDT320M03001,BladeCore-M54,295.55,-150.5,0.0,top
J20,Conn_01x02,PinHeader_1x02_P1.27mm_Vertical,266.365,-124.8,-90.0,top
J21,Conn_01x02,PinHeader_1x02_P1.27mm_Vertical,266.365,-121.6,-90.0,top
J3,USB-TYPE-C-018,USB_C_Receptacle_HCTL_HC-TYPE-C-16P-01A,288.75,-222.015,0.0,top
J4,10018784-10200TLF,AMPHENOL_10018784-10210TLF,262.987322,-99.025281,-90.0,top
J5,10018784-10200TLF,AMPHENOL_10018784-10210TLF,246.987322,-99.025281,-90.0,top
J6,10018784-10200TLF,AMPHENOL_10018784-10210TLF,230.987322,-99.025281,-90.0,top
J7,10018784-10200TLF,AMPHENOL_10018784-10210TLF,214.987322,-99.025281,-90.0,top
J8,10018784-10200TLF,AMPHENOL_10018784-10210TLF,198.69465,-99.036191,-90.0,top
J9,10018784-10200TLF,AMPHENOL_10018784-10210TLF,182.68465,-99.036191,-90.0,top
L1,2.2uH 9.5A,7x6.6mm,138.665,-103.88125,0.0,top
L2,3.3uH 13A,7x6.6mm,138.59,-91.85,180.0,top
R1,1M 1%,R_1206_3216Metric,256.7,-210.1,-90.0,top
R10,10K 1%,R_0402_1005Metric,118.97,-100.65,180.0,top
R11,10K 1%,R_0402_1005Metric,119.0,-94.55,180.0,top
R12,10K 1%,R_0402_1005Metric,268.221192,-167.704768,0.0,top
R13,10K 1%,R_0402_1005Metric,268.257568,-164.206168,0.0,top
R14,10K 1%,R_0402_1005Metric,268.259286,-165.338803,0.0,top
R15,10K 1%,R_0402_1005Metric,268.252759,-166.5502,0.0,top
R16,10K 1%,R_0402_1005Metric,270.19,-167.7,0.0,top
R17,10K 1%,R_0402_1005Metric,270.207731,-164.206107,0.0,top
R18,10K 1%,R_0402_1005Metric,270.207731,-165.34167,0.0,top
R19,10K 1%,R_0402_1005Metric,270.205245,-166.547713,0.0,top
R2,10K 1%,R_0402_1005Metric,121.8,-102.1,90.0,top
R20,5.1K 1%,R_0402_1005Metric,292.85,-207.94,90.0,top
R21,5.1K 1%,R_0402_1005Metric,290.775,-217.3,180.0,top
R22,5.1K 1%,R_0402_1005Metric,287.84,-217.325,0.0,top
R23,1M 1%,R_1206_3216Metric,295.8,-222.875,90.0,top
R24,1K 1%,R_0402_1005Metric,298.375,-221.95,-90.0,top
R25,2.2K 5%,R_Array_Convex_4x0603,266.4,-148.1,180.0,top
R26,2.2K 5%,R_Array_Convex_4x0603,266.4,-151.9,180.0,top
R27,2.2K 5%,R_Array_Convex_4x0603,266.4,-155.75,180.0,top
R28,2.2K 5%,R_Array_Convex_4x0603,266.4,-159.575,180.0,top
R3,2.2R 1%,R_0402_1005Metric,129.495,-103.18125,-90.0,top
